record_id,age_group_code,city_tier_code,income_q_code,edu_level_code,age_group_label,city_tier_label,income_q_label,edu_level_label,household_size,purchase_freq_per_month,transaction_value_inr,digital_literacy_score,consumer_awareness_index,price_sensitivity,product_availability,age_scaled,tier_scaled,income_scaled,perceived_quality,adoption_score,adoption_binary
8650,0,1,1,2,18-25,Tier-2,60_80pct,Graduate,4,6.388,232.59,0.7829,0.6154,0.711,0.4845,1.0,0.5,0.75,0.2585,0.495,0
8651,1,0,1,3,26-35,Tier-1,60_80pct,Postgraduate,6,8.122,2163.83,0.1954,1.0,0.615,0.653,0.75,1.0,0.75,0.4908,0.7109,1
8652,1,2,0,1,26-35,Tier-3,Top_20pct,Secondary,5,1.299,1808.78,0.551,0.3501,0.7855,0.324,0.75,0.0,1.0,0.593,0.3819,0
8653,2,2,2,2,36-45,Tier-3,40_60pct,Graduate,7,1.0,366.71,0.7446,0.5257,0.6511,0.4172,0.5,0.0,0.5,0.4254,0.4165,0
8654,1,0,3,1,26-35,Tier-1,20_40pct,Secondary,3,3.566,121.4,0.8129,,0.6404,0.4979,0.75,1.0,0.25,0.7032,0.473,0
8655,1,0,2,1,26-35,Tier-1,40_60pct,Secondary,3,7.253,1226.44,0.3591,0.4862,0.7343,0.6917,0.75,1.0,0.5,0.3147,0.5694,1
8656,2,0,0,2,36-45,Tier-1,Top_20pct,Graduate,1,1.0,428.95,0.4282,0.69,0.6392,0.5078,0.5,1.0,1.0,0.6619,0.5102,1
8657,0,2,1,2,18-25,Tier-3,60_80pct,Graduate,5,3.805,398.02,0.1866,0.4881,0.5837,0.2751,1.0,0.0,0.75,0.818,0.3741,0
8658,0,1,2,3,18-25,Tier-2,40_60pct,Postgraduate,3,1.887,242.99,0.3678,0.7036,0.6267,0.4369,1.0,0.5,0.5,0.4942,0.6471,1
8659,3,2,2,2,46-55,Tier-3,40_60pct,Graduate,3,9.108,2241.35,0.0578,0.5284,0.6262,0.2642,0.25,0.0,0.5,0.4623,0.3435,0
8660,1,0,2,0,26-35,Tier-1,40_60pct,Below_Secondary,6,1.0,167.73,0.4635,0.4511,0.7037,0.5254,0.75,1.0,0.5,0.4842,0.463,0
8661,1,1,0,1,26-35,Tier-2,Top_20pct,Secondary,6,9.416,334.89,0.2945,0.4942,0.6202,0.4987,0.75,0.5,1.0,0.5669,0.5372,1
8662,0,0,3,1,18-25,Tier-1,20_40pct,Secondary,5,4.718,442.22,0.7046,0.6166,,0.6174,1.0,1.0,0.25,0.6092,0.5649,1
8663,1,0,4,0,26-35,Tier-1,Bottom_20pct,Below_Secondary,3,12.594,446.96,0.2071,0.4873,0.7265,0.5995,0.75,1.0,0.0,0.4925,0.4971,0
8664,2,1,2,2,36-45,Tier-2,40_60pct,Graduate,7,13.715,96.97,0.6672,,0.6359,0.5764,0.5,0.5,0.5,0.46,0.4996,0
8665,2,0,3,2,36-45,Tier-1,20_40pct,Graduate,1,8.274,416.96,0.4897,0.6032,0.6771,0.61,0.5,1.0,0.25,0.41,0.5775,1
8666,2,1,4,3,36-45,Tier-2,Bottom_20pct,Postgraduate,3,3.776,992.23,0.667,0.8018,0.5254,0.5108,0.5,0.5,0.0,0.4331,0.514,1
8667,0,1,2,2,18-25,Tier-2,40_60pct,Graduate,4,1.0,862.86,0.2886,0.6698,0.631,0.5322,1.0,0.5,0.5,0.4828,0.5337,1
8668,1,2,2,2,26-35,Tier-3,40_60pct,Graduate,4,1.277,69.32,0.2129,0.6062,0.6384,0.3286,0.75,0.0,0.5,0.7236,0.4667,0
8669,3,0,3,0,46-55,Tier-1,20_40pct,Below_Secondary,1,2.704,1591.25,0.7002,0.2197,0.6338,0.454,0.25,1.0,0.25,0.4917,0.2608,0
8670,4,2,1,0,55+,Tier-3,60_80pct,Below_Secondary,4,6.529,1116.57,0.4338,0.2162,0.641,,0.0,0.0,0.75,0.514,0.3531,0
8671,0,2,2,2,18-25,Tier-3,40_60pct,Graduate,6,3.936,138.22,0.8469,0.6539,0.5726,0.4694,1.0,0.0,0.5,0.5314,0.5364,1
8672,1,2,3,3,26-35,Tier-3,20_40pct,Postgraduate,3,2.884,510.72,0.2874,0.8948,0.5087,0.3432,0.75,0.0,0.25,0.6552,0.6176,1
8673,0,2,1,1,18-25,Tier-3,60_80pct,Secondary,4,3.246,201.68,0.9074,0.4474,0.6899,0.3122,1.0,0.0,0.75,0.4162,0.5335,1
8674,0,2,4,2,18-25,Tier-3,Bottom_20pct,Graduate,4,6.764,1797.95,0.3285,,,0.3612,1.0,0.0,0.0,0.6831,0.5197,1
8675,1,1,2,2,26-35,Tier-2,40_60pct,Graduate,3,1.0,2189.49,0.5106,0.6049,0.6196,0.5041,0.75,0.5,0.5,0.5853,0.5636,1
8676,0,0,2,3,18-25,Tier-1,40_60pct,Postgraduate,5,2.923,1276.58,0.3586,0.8174,0.6986,0.5885,1.0,1.0,0.5,0.4612,0.6459,1
8677,2,1,2,1,36-45,Tier-2,40_60pct,Secondary,1,4.251,2997.99,0.539,0.4272,0.5932,0.422,0.5,0.5,0.5,0.7541,0.5574,1
8678,2,1,1,2,36-45,Tier-2,60_80pct,Graduate,5,4.442,1011.66,0.7232,0.5887,0.5827,0.4777,0.5,0.5,0.75,0.5958,0.4351,0
8679,0,2,3,1,18-25,Tier-3,20_40pct,Secondary,5,4.821,714.96,0.8758,0.588,0.5213,0.3636,1.0,0.0,0.25,0.512,0.5004,1
8680,0,1,2,2,18-25,Tier-2,40_60pct,Graduate,4,1.0,1164.1,0.4223,0.702,0.6384,0.4493,1.0,0.5,0.5,0.5169,0.5876,1
8681,3,0,4,1,46-55,Tier-1,Bottom_20pct,Secondary,2,4.082,302.86,0.5852,0.5086,0.5352,0.7518,0.25,1.0,0.0,0.9893,0.5019,1
8682,0,1,2,1,18-25,Tier-2,40_60pct,Secondary,5,3.999,248.61,0.2209,0.5372,0.5585,0.4531,1.0,0.5,0.5,0.5552,0.5419,1
8683,2,2,2,2,36-45,Tier-3,40_60pct,Graduate,7,9.65,554.39,,0.621,,0.177,0.5,0.0,0.5,0.3036,0.38,0
8684,1,0,4,0,26-35,Tier-1,Bottom_20pct,Below_Secondary,3,7.137,447.17,0.6109,0.4676,0.6018,0.707,0.75,1.0,0.0,0.6452,0.5682,1
8685,2,0,0,2,36-45,Tier-1,Top_20pct,Graduate,3,1.0,329.84,0.3916,0.8285,0.6586,0.3886,0.5,1.0,1.0,0.4825,0.5284,1
8686,1,1,3,2,26-35,Tier-2,20_40pct,Graduate,3,4.059,2800.13,0.8273,0.5459,0.7209,0.4186,0.75,0.5,0.25,0.6259,0.4144,0
8687,0,0,0,3,18-25,Tier-1,Top_20pct,Postgraduate,2,5.871,334.09,0.5909,0.7548,0.6401,0.6529,1.0,1.0,1.0,0.3866,0.6867,1
8688,0,0,3,1,18-25,Tier-1,20_40pct,Secondary,2,4.339,169.51,0.2011,0.5991,0.4296,0.7483,1.0,1.0,0.25,0.5031,0.655,1
8689,0,0,2,0,18-25,Tier-1,40_60pct,Below_Secondary,6,5.641,172.24,0.8461,0.4334,0.6697,0.7537,1.0,1.0,0.5,0.4738,0.5477,1
8690,1,2,4,1,26-35,Tier-3,Bottom_20pct,Secondary,1,1.0,754.28,0.4031,,0.5925,0.2766,0.75,0.0,0.0,0.3968,0.2854,0
8691,2,0,3,0,36-45,Tier-1,20_40pct,Below_Secondary,7,1.0,2900.44,0.1466,0.385,0.6952,0.4781,0.5,1.0,0.25,0.296,0.4288,0
8692,1,1,0,2,26-35,Tier-2,Top_20pct,Graduate,7,4.37,,0.782,0.7159,0.6897,0.5263,0.75,0.5,1.0,0.4575,0.6019,1
8693,0,2,0,0,18-25,Tier-3,Top_20pct,Below_Secondary,2,8.064,1097.38,0.4119,0.515,0.7187,0.2241,1.0,0.0,1.0,0.6766,0.3648,0
8694,1,2,2,1,26-35,Tier-3,40_60pct,Secondary,1,1.0,2077.84,0.8364,0.6624,0.4882,0.4097,0.75,0.0,0.5,0.465,0.5886,1
8695,2,2,2,0,36-45,Tier-3,40_60pct,Below_Secondary,6,2.866,292.21,0.8112,0.2682,0.6671,0.3218,0.5,0.0,0.5,0.5149,0.372,0
8696,4,1,0,0,55+,Tier-2,Top_20pct,Below_Secondary,3,24.175,279.62,0.8065,0.4176,0.6659,0.3949,0.0,0.5,1.0,0.5077,0.4517,0
8697,2,2,0,3,36-45,Tier-3,Top_20pct,Postgraduate,7,7.257,3883.46,0.3279,0.755,0.6039,0.3746,0.5,0.0,1.0,0.2107,0.5187,1
8698,1,0,2,3,26-35,Tier-1,40_60pct,Postgraduate,2,2.991,2108.79,0.8221,0.7352,0.6231,0.5912,0.75,1.0,0.5,0.6417,0.6399,1
8699,2,1,0,2,36-45,Tier-2,Top_20pct,Graduate,7,1.0,418.24,0.884,0.5932,0.6321,0.371,0.5,0.5,1.0,0.3283,0.5295,1
8700,3,1,3,1,46-55,Tier-2,20_40pct,Secondary,4,2.225,956.94,0.196,0.4608,0.6598,0.2881,0.25,0.5,0.25,0.5468,0.4302,0
8701,3,0,3,3,46-55,Tier-1,20_40pct,Postgraduate,6,1.0,664.12,0.216,0.7603,0.5502,0.715,0.25,1.0,0.25,0.5608,0.5654,1
8702,1,1,3,3,26-35,Tier-2,20_40pct,Postgraduate,4,12.678,1531.51,0.3629,0.9239,0.6432,0.5414,0.75,0.5,0.25,0.4263,0.6944,1
8703,1,0,0,3,26-35,Tier-1,Top_20pct,Postgraduate,4,5.786,626.73,0.8992,0.8828,0.737,0.5778,0.75,1.0,1.0,0.368,0.6659,1
8704,1,2,0,2,26-35,Tier-3,Top_20pct,Graduate,2,9.679,357.56,0.3958,0.6207,0.6821,0.3827,0.75,0.0,1.0,0.525,0.4674,0
8705,1,0,2,0,26-35,Tier-1,40_60pct,Below_Secondary,2,11.388,365.21,0.5718,0.3822,0.6444,0.6829,0.75,1.0,0.5,0.5485,0.4879,0
8706,2,1,4,0,36-45,Tier-2,Bottom_20pct,Below_Secondary,2,4.668,,0.6835,0.4109,0.7518,0.3434,0.5,0.5,0.0,0.5401,0.3715,0
8707,1,0,1,3,26-35,Tier-1,60_80pct,Postgraduate,4,1.0,822.75,0.5462,0.7255,0.6778,0.6884,0.75,1.0,0.75,0.4325,0.5833,1
8708,0,0,1,3,18-25,Tier-1,60_80pct,Postgraduate,3,4.06,705.17,0.5655,0.7567,0.7571,0.5434,1.0,1.0,0.75,0.4317,0.5458,1
8709,2,2,0,1,36-45,Tier-3,Top_20pct,Secondary,5,8.11,1177.22,0.9764,0.3864,0.6666,0.4095,0.5,0.0,1.0,0.5879,0.3708,0
8710,3,2,2,1,46-55,Tier-3,40_60pct,Secondary,3,1.888,1108.28,0.2834,0.505,0.686,0.4257,0.25,0.0,0.5,0.4728,0.4676,0
8711,1,2,2,2,26-35,Tier-3,40_60pct,Graduate,2,13.138,219.05,0.6865,,0.6455,0.2812,0.75,0.0,0.5,0.4793,0.4566,0
8712,2,0,0,2,36-45,Tier-1,Top_20pct,Graduate,7,28.753,443.54,0.2386,0.6775,0.7378,0.4295,0.5,1.0,1.0,0.5448,0.5338,1
8713,1,0,2,2,26-35,Tier-1,40_60pct,Graduate,5,3.984,216.67,0.4804,0.5745,0.5664,0.6468,0.75,1.0,0.5,0.5436,0.5831,1
8714,3,1,2,2,46-55,Tier-2,40_60pct,Graduate,7,3.788,297.28,0.479,0.4644,0.7463,0.5261,0.25,0.5,0.5,0.4614,0.5726,1
8715,3,1,2,1,46-55,Tier-2,40_60pct,Secondary,6,5.324,2578.78,0.1897,0.4261,0.641,0.463,0.25,0.5,0.5,0.2057,0.3512,0
8716,2,0,2,1,36-45,Tier-1,40_60pct,Secondary,5,4.177,9007.9,0.5367,0.4241,0.6248,0.5328,0.5,1.0,0.5,0.5998,0.492,0
8717,2,1,3,2,36-45,Tier-2,20_40pct,Graduate,3,1.0,270.36,0.474,0.596,0.5683,0.6443,0.5,0.5,0.25,0.3296,0.5372,1
8718,3,0,3,2,46-55,Tier-1,20_40pct,Graduate,4,1.581,392.17,0.6599,0.6285,0.6305,0.6209,0.25,1.0,0.25,0.3714,0.6051,1
8719,1,0,2,0,26-35,Tier-1,40_60pct,Below_Secondary,1,1.127,544.44,0.769,0.3639,0.6131,0.672,0.75,1.0,0.5,0.4505,0.5709,1
8720,1,0,3,1,26-35,Tier-1,20_40pct,Secondary,4,1.0,55.61,0.1103,,0.594,0.7037,0.75,1.0,0.25,0.5254,0.6233,1
8721,2,1,4,2,36-45,Tier-2,Bottom_20pct,Graduate,4,1.0,6118.08,0.5176,0.4465,0.4847,0.4278,0.5,0.5,0.0,0.5477,0.5336,1
8722,0,1,1,1,18-25,Tier-2,60_80pct,Secondary,7,17.937,209.59,0.4658,0.5729,0.6625,0.6009,1.0,0.5,0.75,0.5663,0.5863,1
8723,1,1,0,2,26-35,Tier-2,Top_20pct,Graduate,5,4.048,,0.3112,0.697,0.6417,0.3045,0.75,0.5,1.0,0.4661,0.4851,0
8724,3,1,3,2,46-55,Tier-2,20_40pct,Graduate,2,1.0,943.78,0.3583,0.556,0.5614,0.4183,0.25,0.5,0.25,0.5267,0.4193,0
8725,2,0,1,2,36-45,Tier-1,60_80pct,Graduate,2,6.243,680.99,0.167,0.675,0.5956,0.5406,0.5,1.0,0.75,0.5656,0.5375,1
8726,1,2,4,2,26-35,Tier-3,Bottom_20pct,Graduate,5,3.239,701.22,0.8049,0.673,0.5977,0.3295,0.75,0.0,0.0,0.573,0.4544,0
8727,0,2,0,1,18-25,Tier-3,Top_20pct,Secondary,4,1.272,911.57,0.2291,0.5105,0.692,0.5184,1.0,0.0,1.0,0.6823,0.5444,1
8728,1,1,4,2,26-35,Tier-2,Bottom_20pct,Graduate,3,14.374,194.74,0.1351,0.6278,0.6305,0.5527,0.75,0.5,0.0,0.6035,0.4918,0
8729,1,0,2,0,26-35,Tier-1,40_60pct,Below_Secondary,6,1.272,639.9,0.8138,0.4097,0.7262,0.2856,0.75,1.0,0.5,0.6689,0.4127,0
8730,0,1,3,2,18-25,Tier-2,20_40pct,Graduate,7,1.0,2093.8,0.9565,0.6687,0.6795,0.7176,1.0,0.5,0.25,0.3639,0.5697,1
8731,2,1,1,2,36-45,Tier-2,60_80pct,Graduate,1,1.152,,0.7489,0.587,0.6347,0.5475,0.5,0.5,0.75,0.4861,0.5561,1
8732,1,2,4,1,26-35,Tier-3,Bottom_20pct,Secondary,4,12.148,726.23,0.3006,0.492,0.6453,,0.75,0.0,0.0,0.3822,0.4483,0
8733,1,2,1,1,26-35,Tier-3,60_80pct,Secondary,7,9.752,1000.0,0.6262,0.4678,0.726,0.2706,0.75,0.0,0.75,0.4264,0.4092,0
8734,1,2,1,0,26-35,Tier-3,60_80pct,Below_Secondary,4,11.237,1116.35,0.7116,0.4157,0.7299,0.289,0.75,0.0,0.75,0.5438,0.3542,0
8735,4,0,0,2,55+,Tier-1,Top_20pct,Graduate,1,12.395,762.65,0.6608,0.663,0.7316,0.53,0.0,1.0,1.0,0.4013,0.3888,0
8736,1,2,4,0,26-35,Tier-3,Bottom_20pct,Below_Secondary,3,1.0,861.24,0.5212,0.4873,,0.1726,0.75,0.0,0.0,0.5663,0.3708,0
8737,0,1,2,2,18-25,Tier-2,40_60pct,Graduate,1,6.212,280.95,0.887,0.7052,0.597,0.2799,1.0,0.5,0.5,0.4215,0.554,1
8738,0,2,2,2,18-25,Tier-3,40_60pct,Graduate,5,5.461,198.87,0.6949,,0.5813,0.4536,1.0,0.0,0.5,0.5626,0.4591,0
8739,2,0,3,2,36-45,Tier-1,20_40pct,Graduate,1,24.744,943.64,0.2621,0.67,0.6462,0.6157,0.5,1.0,0.25,0.6571,0.5804,1
8740,2,0,3,3,36-45,Tier-1,20_40pct,Postgraduate,1,6.271,459.63,0.8046,0.6688,0.6639,0.8164,0.5,1.0,0.25,0.5623,0.6155,1
8741,1,1,2,1,26-35,Tier-2,40_60pct,Secondary,4,7.852,867.62,0.5139,0.4133,0.61,0.4777,0.75,0.5,0.5,0.4558,0.4312,0
8742,1,0,2,3,26-35,Tier-1,40_60pct,Postgraduate,7,6.276,651.34,0.438,0.9277,0.539,0.7467,0.75,1.0,0.5,0.2902,0.7273,1
8743,0,0,3,0,18-25,Tier-1,20_40pct,Below_Secondary,4,4.846,343.66,0.5965,,0.7101,0.6402,1.0,1.0,0.25,0.6049,0.5722,1
8744,1,2,3,0,26-35,Tier-3,20_40pct,Below_Secondary,2,4.026,399.8,0.8251,0.3625,0.6719,0.297,0.75,0.0,0.25,0.3162,0.3144,0
8745,1,0,0,1,26-35,Tier-1,Top_20pct,Secondary,1,17.411,134.78,0.7406,0.4714,0.7539,0.7722,0.75,1.0,1.0,0.6685,0.55,1
8746,0,0,0,2,18-25,Tier-1,Top_20pct,Graduate,5,13.771,596.32,0.1727,0.8462,0.7125,0.6306,1.0,1.0,1.0,0.3558,0.659,1
8747,0,0,0,0,18-25,Tier-1,Top_20pct,Below_Secondary,2,2.88,273.4,0.7489,0.4937,,0.6442,1.0,1.0,1.0,0.4672,0.6048,1
8748,0,0,1,2,18-25,Tier-1,60_80pct,Graduate,6,1.671,1033.45,0.6483,0.8453,0.7032,0.6664,1.0,1.0,0.75,0.3877,0.6963,1
8749,0,2,2,1,18-25,Tier-3,40_60pct,Secondary,1,3.557,628.26,0.7846,0.4324,0.5743,0.2897,1.0,0.0,0.5,0.5864,0.4593,0
8750,2,0,2,3,36-45,Tier-1,40_60pct,Postgraduate,4,6.854,948.37,0.6837,0.6394,0.464,0.592,0.5,1.0,0.5,0.4345,0.607,1
8751,0,0,4,2,18-25,Tier-1,Bottom_20pct,Graduate,5,2.562,802.54,0.4738,0.695,0.5738,0.63,1.0,1.0,0.0,0.4515,0.7076,1
8752,1,2,1,2,26-35,Tier-3,60_80pct,Graduate,3,3.853,1211.83,0.3053,0.5963,0.6498,0.2744,0.75,0.0,0.75,0.6094,0.4205,0
8753,0,2,3,3,18-25,Tier-3,20_40pct,Postgraduate,2,1.774,1195.26,0.3076,0.7231,0.62,0.4726,1.0,0.0,0.25,0.4649,0.4568,0
8754,4,0,2,2,55+,Tier-1,40_60pct,Graduate,4,2.79,464.89,0.6802,0.6989,0.641,0.6454,0.0,1.0,0.5,0.3217,0.5927,1
8755,3,2,1,1,46-55,Tier-3,60_80pct,Secondary,3,15.767,1137.58,0.6702,0.4259,0.4954,0.2914,0.25,0.0,0.75,0.6328,0.4284,0
8756,1,1,2,1,26-35,Tier-2,40_60pct,Secondary,1,1.209,1661.11,,0.4019,0.6953,0.5866,0.75,0.5,0.5,0.4208,0.5395,1
8757,1,2,4,2,26-35,Tier-3,Bottom_20pct,Graduate,5,22.43,556.26,0.4223,0.5794,0.4942,0.2583,0.75,0.0,0.0,0.4302,0.4562,0
8758,0,1,0,1,18-25,Tier-2,Top_20pct,Secondary,4,1.214,,0.5459,0.5761,0.7077,0.4308,1.0,0.5,1.0,0.5145,0.463,0
8759,1,2,2,0,26-35,Tier-3,40_60pct,Below_Secondary,4,1.923,834.93,,0.4297,0.6009,0.4154,0.75,0.0,0.5,0.4951,0.5145,1
8760,0,0,0,1,18-25,Tier-1,Top_20pct,Secondary,5,1.0,1138.71,0.4729,0.4543,0.6192,0.7494,1.0,1.0,1.0,0.4979,0.6126,1
8761,2,0,1,2,36-45,Tier-1,60_80pct,Graduate,4,6.974,1128.9,0.5779,0.5444,0.4867,0.5748,0.5,1.0,0.75,0.5318,0.5695,1
8762,2,0,2,1,36-45,Tier-1,40_60pct,Secondary,4,1.0,1866.12,0.3271,0.4412,0.6302,0.4929,0.5,1.0,0.5,0.3661,0.5314,1
8763,3,1,3,0,46-55,Tier-2,20_40pct,Below_Secondary,1,7.752,,,0.3389,0.6734,0.5677,0.25,0.5,0.25,0.3222,0.4808,0
8764,0,2,3,1,18-25,Tier-3,20_40pct,Secondary,2,4.303,1242.0,0.192,0.5165,0.6226,0.1638,1.0,0.0,0.25,0.4867,0.3883,0
8765,3,1,2,2,46-55,Tier-2,40_60pct,Graduate,3,6.907,1184.61,0.8518,0.7548,,0.576,0.25,0.5,0.5,0.4491,0.5258,1
8766,2,0,4,2,36-45,Tier-1,Bottom_20pct,Graduate,6,7.642,2203.83,0.7113,0.6032,0.4648,0.7392,0.5,1.0,0.0,0.5078,0.6577,1
8767,0,0,1,2,18-25,Tier-1,60_80pct,Graduate,5,1.0,917.25,0.5449,0.7446,0.6808,0.5931,1.0,1.0,0.75,0.3797,0.7247,1
8768,1,0,3,1,26-35,Tier-1,20_40pct,Secondary,3,1.0,1341.26,0.4583,0.4264,0.5198,0.6879,0.75,1.0,0.25,0.6389,0.5535,1
8769,0,2,2,3,18-25,Tier-3,40_60pct,Postgraduate,5,1.0,,0.9203,0.6746,0.46,0.3142,1.0,0.0,0.5,0.5698,0.4301,0
8770,1,1,4,1,26-35,Tier-2,Bottom_20pct,Secondary,6,2.423,296.6,0.7215,0.5215,0.7037,0.5637,0.75,0.5,0.0,0.5054,0.5274,1
8771,1,1,3,2,26-35,Tier-2,20_40pct,Graduate,5,1.0,682.18,0.1731,0.5,0.5997,0.5574,0.75,0.5,0.25,0.4208,0.5282,1
8772,2,1,4,3,36-45,Tier-2,Bottom_20pct,Postgraduate,4,3.051,612.1,0.3575,0.8388,0.6169,0.5326,0.5,0.5,0.0,0.4473,0.5415,1
8773,1,2,1,3,26-35,Tier-3,60_80pct,Postgraduate,6,1.678,874.78,0.9636,0.6068,0.5548,0.342,0.75,0.0,0.75,0.3806,0.3969,0
8774,4,1,2,2,55+,Tier-2,40_60pct,Graduate,6,2.261,5198.54,0.2365,0.5501,0.5705,0.4573,0.0,0.5,0.5,0.4422,0.4502,0
8775,0,0,3,3,18-25,Tier-1,20_40pct,Postgraduate,1,14.098,856.77,0.9505,0.8894,0.676,,1.0,1.0,0.25,0.829,0.7616,1
8776,4,2,3,2,55+,Tier-3,20_40pct,Graduate,5,6.442,686.1,0.6191,0.5243,0.5689,0.3431,0.0,0.0,0.25,0.5695,0.2901,0
8777,1,1,2,1,26-35,Tier-2,40_60pct,Secondary,6,5.367,683.78,0.4352,0.3622,0.8275,0.5054,0.75,0.5,0.5,0.5961,0.5104,1
8778,2,1,0,1,36-45,Tier-2,Top_20pct,Secondary,3,5.3,987.29,0.067,0.5567,0.6905,0.4921,0.5,0.5,1.0,0.6761,0.5974,1
8779,1,2,1,2,26-35,Tier-3,60_80pct,Graduate,2,4.053,761.16,0.6645,0.7019,0.6881,0.2833,0.75,0.0,0.75,0.4873,0.4056,0
8780,0,2,1,2,18-25,Tier-3,60_80pct,Graduate,3,3.597,794.91,0.8881,0.6024,0.6532,0.3185,1.0,0.0,0.75,0.6335,0.5225,1
8781,3,2,3,1,46-55,Tier-3,20_40pct,Secondary,6,10.692,587.75,0.5584,0.417,0.5547,0.278,0.25,0.0,0.25,0.3892,0.3181,0
8782,1,2,3,3,26-35,Tier-3,20_40pct,Postgraduate,1,1.0,1252.98,0.2818,0.8014,0.5163,0.2818,0.75,0.0,0.25,0.6513,0.5652,1
8783,2,0,0,1,36-45,Tier-1,Top_20pct,Secondary,2,1.702,292.76,0.2952,0.3859,0.6065,0.575,0.5,1.0,1.0,0.3182,0.5693,1
8784,2,1,4,1,36-45,Tier-2,Bottom_20pct,Secondary,7,1.0,458.79,0.0784,,0.5215,0.4263,0.5,0.5,0.0,0.368,0.5793,1
8785,1,1,0,0,26-35,Tier-2,Top_20pct,Below_Secondary,4,1.0,1949.57,0.7198,0.4672,0.6885,0.4613,0.75,0.5,1.0,0.6361,0.5023,1
8786,1,0,1,3,26-35,Tier-1,60_80pct,Postgraduate,7,1.0,508.58,0.9203,0.6728,0.7146,,0.75,1.0,0.75,0.6063,0.6099,1
8787,2,2,1,2,36-45,Tier-3,60_80pct,Graduate,7,1.0,312.8,0.8211,0.5158,0.5336,0.3582,0.5,0.0,0.75,0.7902,0.4063,0
8788,0,2,3,2,18-25,Tier-3,20_40pct,Graduate,3,5.724,782.18,0.1152,,0.6402,,1.0,0.0,0.25,0.3311,0.4268,0
8789,2,1,3,2,36-45,Tier-2,20_40pct,Graduate,3,1.0,425.8,0.8856,0.4899,0.5567,0.3974,0.5,0.5,0.25,0.5611,0.4944,0
8790,3,2,1,2,46-55,Tier-3,60_80pct,Graduate,6,1.131,253.1,0.2065,0.6998,0.7454,0.1129,0.25,0.0,0.75,0.4722,0.3763,0
8791,0,0,3,3,18-25,Tier-1,20_40pct,Postgraduate,5,2.715,1513.73,0.684,0.8198,0.6006,0.5813,1.0,1.0,0.25,0.5472,0.626,1
8792,0,1,0,1,18-25,Tier-2,Top_20pct,Secondary,5,1.568,425.68,0.4616,0.5498,0.5609,0.4863,1.0,0.5,1.0,0.5231,0.5132,1
8793,2,1,1,2,36-45,Tier-2,60_80pct,Graduate,2,8.483,775.3,0.2738,0.6585,0.6862,0.5853,0.5,0.5,0.75,0.454,0.5697,1
8794,1,0,1,0,26-35,Tier-1,60_80pct,Below_Secondary,4,4.884,617.35,0.8713,0.4139,0.6524,0.564,0.75,1.0,0.75,0.5038,0.5156,1
8795,1,0,1,3,26-35,Tier-1,60_80pct,Postgraduate,5,2.027,454.98,0.9775,0.6653,0.6156,0.7991,0.75,1.0,0.75,0.4217,0.5874,1
8796,0,2,3,3,18-25,Tier-3,20_40pct,Postgraduate,6,1.912,469.67,0.3279,0.7411,0.7021,0.1653,1.0,0.0,0.25,0.6131,0.4616,0
8797,1,1,3,2,26-35,Tier-2,20_40pct,Graduate,3,5.755,657.7,0.6761,0.7276,0.5859,0.6422,0.75,0.5,0.25,0.6238,0.606,1
8798,0,2,1,1,18-25,Tier-3,60_80pct,Secondary,2,1.0,1919.44,0.5267,0.3667,0.5376,0.3151,1.0,0.0,0.75,0.4815,0.4617,0
8799,1,1,1,1,26-35,Tier-2,60_80pct,Secondary,5,1.646,885.69,0.9469,0.3679,0.7026,0.3889,0.75,0.5,0.75,0.7238,0.4277,0
8800,2,0,0,1,36-45,Tier-1,Top_20pct,Secondary,5,2.18,2584.97,0.2489,0.5268,0.6482,0.7103,0.5,1.0,1.0,0.6091,0.5959,1
8801,1,0,1,1,26-35,Tier-1,60_80pct,Secondary,1,3.032,406.78,0.1658,0.5059,0.6676,0.3911,0.75,1.0,0.75,0.3865,0.5089,1
8802,1,0,2,2,26-35,Tier-1,40_60pct,Graduate,2,1.057,728.36,0.3109,0.6369,0.6032,0.6903,0.75,1.0,0.5,0.4104,0.6401,1
8803,4,2,1,0,55+,Tier-3,60_80pct,Below_Secondary,2,1.0,228.01,0.7403,0.3123,0.7223,0.255,0.0,0.0,0.75,0.4205,0.183,0
8804,2,0,3,3,36-45,Tier-1,20_40pct,Postgraduate,6,23.006,1201.97,0.3102,0.7336,0.4745,0.7656,0.5,1.0,0.25,0.6294,0.741,1
8805,3,2,1,1,46-55,Tier-3,60_80pct,Secondary,4,12.221,1702.56,,0.5209,0.6547,0.375,0.25,0.0,0.75,0.6958,0.3122,0
8806,1,2,1,3,26-35,Tier-3,60_80pct,Postgraduate,5,3.708,1273.22,0.4541,,0.6805,0.5133,0.75,0.0,0.75,0.4482,0.4936,0
8807,2,2,4,2,36-45,Tier-3,Bottom_20pct,Graduate,2,7.253,1511.9,0.0255,0.5283,0.5948,0.2587,0.5,0.0,0.0,0.5758,0.4361,0
8808,0,1,1,1,18-25,Tier-2,60_80pct,Secondary,6,5.604,655.32,0.3501,0.5912,0.7398,0.4866,1.0,0.5,0.75,0.4603,0.6171,1
8809,0,2,1,1,18-25,Tier-3,60_80pct,Secondary,4,1.0,992.31,0.7642,0.5261,0.5359,0.463,1.0,0.0,0.75,0.3976,0.5219,1
